The Verifier - November 2018. Data as of December 7, 2025.
FIPS code,State,Jurisdiction,Registered Voters,Precincts,Voting Location,All Mail Ballot?,Election Day Marking Method,Election Day Tabulation
"0400500000","Arizona","Coconino County","83239","71","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0400700000","Arizona","Gila County","29601","39","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0400900000","Arizona","Graham County","17906","22","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401100000","Arizona","Greenlee County","4535","8","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401200000","Arizona","La Paz County","10048","11","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401300000","Arizona","Maricopa County","2254596","748","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401500000","Arizona","Mohave County","116346","24","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401700000","Arizona","Navajo County","62671","14","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401900000","Arizona","Pima County","557532","249","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402100000","Arizona","Pinal County","202768","102","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0402300000","Arizona","Santa Cruz County","28238","24","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0402500000","Arizona","Yavapai County","140108","45","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0402700000","Arizona","Yuma County","87273","44","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0500100000","Arkansas","Arkansas County","8115","30","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0500300000","Arkansas","Ashley County","9880","31","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0500500000","Arkansas","Baxter County","24889","43","Vote Center","No","DREs with VVPAT for all voters","DRE",
"0500700000","Arkansas","Benton County","131687","117","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0500900000","Arkansas","Boone County","20255","60","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0501100000","Arkansas","Bradley County","4523","16","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0501300000","Arkansas","Calhoun County","2832","21","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0501500000","Arkansas","Carroll County","13937","32","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0501700000","Arkansas","Chicot County","5140","14","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0501900000","Arkansas","Clark County","9700","20","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0502100000","Arkansas","Clay County","6682","17","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0502300000","Arkansas","Cleburne County","15353","34","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0502500000","Arkansas","Cleveland County","4337","17","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0502700000","Arkansas","Columbia County","10691","14","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0502900000","Arkansas","Conway County","9840","31","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503100000","Arkansas","Craighead County","45976","53","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0503300000","Arkansas","Crawford County","28786","43","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0503500000","Arkansas","Crittenden County","20449","43","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0503700000","Arkansas","Cross County","8612","22","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0503900000","Arkansas","Dallas County","3632","9","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0504100000","Arkansas","Desha County","5865","21","Vote Center","No","DREs with VVPAT for all voters","DRE",
"0504300000","Arkansas","Drew County","8466","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504500000","Arkansas","Faulkner County","63199","50","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0504700000","Arkansas","Franklin County","8285","40","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0504900000","Arkansas","Fulton County","6406","11","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505100000","Arkansas","Garland County","53100","56","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0505300000","Arkansas","Grant County","9356","18","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0505500000","Arkansas","Greene County","17988","39","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0505700000","Arkansas","Hempstead County","8671","24","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0505900000","Arkansas","Hot Spring County","14958","31","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506100000","Arkansas","Howard County","5986","36","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0506300000","Arkansas","Independence County","17566","34","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0506500000","Arkansas","Izard County","6829","47","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0506700000","Arkansas","Jackson County","6568","45","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506900000","Arkansas","Jefferson County","32258","201","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0507100000","Arkansas","Johnson County","11871","22","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0507300000","Arkansas","Lafayette County","3790","25","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0507500000","Arkansas","Lawrence County","7140","28","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0507700000","Arkansas","Lee County","4158","24","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0507900000","Arkansas","Lincoln County","4750","27","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508100000","Arkansas","Little River County","6063","20","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0508300000","Arkansas","Logan County","10965","36","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0508500000","Arkansas","Lonoke County","37644","55","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0508700000","Arkansas","Madison County","8611","20","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508900000","Arkansas","Marion County","8806","31","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0509100000","Arkansas","Miller County","21287","19","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0509300000","Arkansas","Mississippi County","16871","54","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509500000","Arkansas","Monroe County","3744","25","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0509700000","Arkansas","Montgomery County","4222","16","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0509900000","Arkansas","Nevada County","4744","9","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0510100000","Arkansas","Newton County","5764","19","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0510300000","Arkansas","Ouachita County","12267","69","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0510500000","Arkansas","Perry County","5458","17","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0510700000","Arkansas","Phillips County","8778","70","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0510900000","Arkansas","Pike County","4794","11","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0511100000","Arkansas","Poinsett County","10068","13","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0511300000","Arkansas","Polk County","9857","17","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0511500000","Arkansas","Pope County","29138","55","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0511700000","Arkansas","Prairie County","4340","24","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0511900000","Arkansas","Pulaski County","198797","137","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512100000","Arkansas","Randolph County","8704","29","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0512500000","Arkansas","Saline County","64231","42","Vote Center","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512700000","Arkansas","Scott County","4265","26","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512900000","Arkansas","Searcy County","5157","15","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0513100000","Arkansas","Sebastian County","58073","111","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0513300000","Arkansas","Sevier County","5777","17","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0513500000","Arkansas","Sharp County","9271","25","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0512300000","Arkansas","St. Francis County","9301","16","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513700000","Arkansas","Stone County","6651","21","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513900000","Arkansas","Union County","23706","19","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0514100000","Arkansas","Van Buren County","9008","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0514300000","Arkansas","Washington County","108688","151","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0514500000","Arkansas","White County","37036","93","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0514700000","Arkansas","Woodruff County","3800","11","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0514900000","Arkansas","Yell County","8475","29","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0600100000","California","Alameda County","881491","1135","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0600300000","California","Alpine County","758","5","Election Office","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0600500000","California","Amador County","22305","30","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0600700000","California","Butte County","122741","148","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0600900000","California","Calaveras County","29591","29","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601100000","California","Colusa County","8761","18","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601300000","California","Contra Costa County","621309","744","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601500000","California","Del Norte County","14150","18","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601700000","California","El Dorado County","121192","166","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0601900000","California","Fresno County","456891","640","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602100000","California","Glenn County","12816","34","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0602300000","California","Humboldt County","78518","144","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602500000","California","Imperial County","69728","216","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0602700000","California","Inyo County","10028","23","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0602900000","California","Kern County","375759","655","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0603100000","California","Kings County","52631","115","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603300000","California","Lake County","32653","70","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603500000","California","Lassen County","14332","52","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603700000","California","Los Angeles County","5280658","4164","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0603900000","California","Madera County","57418","69","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604100000","California","Marin County","160944","200","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0604300000","California","Mariposa County","10853","25","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0604500000","California","Mendocino County","49411","250","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0604700000","California","Merced County","97584","269","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0604900000","California","Modoc County","5118","21","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605100000","California","Mono County","6628","12","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0605300000","California","Monterey County","187350","176","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605500000","California","Napa County","78135","170","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605700000","California","Nevada County","68954","68","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605900000","California","Orange County","1560111","1546","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0606100000","California","Placer County","234732","358","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0606300000","California","Plumas County","12480","29","Election Office","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0606500000","California","Riverside County","1035957","1072","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0606700000","California","Sacramento County","765965","593","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0606900000","California","San Benito County","30064","51","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0607100000","California","San Bernardino County","937316","2209","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607300000","California","San Diego County","1767300","1542","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607500000","California","City and County of San Francisco","500051","650","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607700000","California","San Joaquin County","344891","485","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607900000","California","San Luis Obispo County","172544","355","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0608100000","California","San Mateo County","399351","525","Vote Center","Yes","DREs with VVPAT for all voters","DRE",
"0608300000","California","Santa Barbara County","217417","263","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0608500000","California","Santa Clara County","885764","1098","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0608700000","California","Santa Cruz County","159499","266","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0608900000","California","Shasta County","101782","371","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0609100000","California","Sierra County","2190","23","Election Office","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0609300000","California","Siskiyou County","27570","64","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0609500000","California","Solano County","231510","205","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0609700000","California","Sonoma County","275290","551","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0609900000","California","Stanislaus County","248466","348","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0610100000","California","Sutter County","46087","50","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610300000","California","Tehama County","33286","46","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0610500000","California","Trinity County","7656","25","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610700000","California","Tulare County","169367","274","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610900000","California","Tuolumne County","31999","73","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0611100000","California","Ventura County","449549","742","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0611300000","California","Yolo County","113642","138","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0611500000","California","Yuba County","33754","33","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800100000","Colorado","Adams County","253203","252","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800300000","Colorado","Alamosa County","8748","8","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800500000","Colorado","Arapahoe County","373596","390","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800700000","Colorado","Archuleta County","9199","8","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800900000","Colorado","Baca County","2582","9","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801100000","Colorado","Bent County","2568","5","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801300000","Colorado","Boulder County","216918","235","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801400000","Colorado","City and County of Broomfield","45752","37","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801500000","Colorado","Chaffee County","13464","9","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801700000","Colorado","Cheyenne County","1237","5","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801900000","Colorado","Clear Creek County","7035","9","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802100000","Colorado","Conejos County","4957","10","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802300000","Colorado","Costilla County","2510","8","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802500000","Colorado","Crowley County","1993","6","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802700000","Colorado","Custer County","3659","3","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802900000","Colorado","Delta County","20123","20","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803100000","Colorado","City and County of Denver","420695","356","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803300000","Colorado","Dolores County","1492","4","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803500000","Colorado","Douglas County","226015","168","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803700000","Colorado","Eagle County","31036","30","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
