The Verifier - November 2024. Data as of December 7, 2025.
FIPS code,State,Jurisdiction,Registered Voters,Precincts,Voting Location,All Mail Ballot?,Election Day Marking Method,Election Day Tabulation
"0400900000","Arizona","Graham County","20714","23","Vote Centers and Assigned Polling Places","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401100000","Arizona","Greenlee County","4720","6","Vote Centers and Assigned Polling Places","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401200000","Arizona","La Paz County","12351","11","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401300000","Arizona","Maricopa County","2587196","935","Vote Center","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401500000","Arizona","Mohave County","147549","24","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401700000","Arizona","Navajo County","69315","21","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401900000","Arizona","Pima County","662357","265","Vote Center","No","Hand marked paper ballots and BMDs","Optical Scan",
"0402100000","Arizona","Pinal County","282639","109","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0402300000","Arizona","Santa Cruz County","31758","24","Vote Center","No","Hand marked paper ballots and BMDs","Optical Scan",
"0402500000","Arizona","Yavapai County","175210","57","Vote Center","No","Hand marked paper ballots and BMDs","Optical Scan",
"0402700000","Arizona","Yuma County","111666","47","Vote Center","No","Hand marked paper ballots and BMDs","Optical Scan",
"0500100000","Arkansas","Arkansas County","6396","30","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0500300000","Arkansas","Ashley County","7857","11","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0500500000","Arkansas","Baxter County","23560","50","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0500700000","Arkansas","Benton County","147536","429","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0500900000","Arkansas","Boone County","19476","13","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0501100000","Arkansas","Bradley County","3667","15","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0501300000","Arkansas","Calhoun County","2343","22","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0501500000","Arkansas","Carroll County","13365","11","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0501700000","Arkansas","Chicot County","4383","13","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0501900000","Arkansas","Clark County","8986","27","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0502100000","Arkansas","Clay County","5251","17","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0502300000","Arkansas","Cleburne County","14542","35","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0502500000","Arkansas","Cleveland County","3860","17","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0502700000","Arkansas","Columbia County","8734","14","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0502900000","Arkansas","Conway County","11304","31","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0503100000","Arkansas","Craighead County","43207","53","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0503300000","Arkansas","Crawford County","25754","13","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0503500000","Arkansas","Crittenden County","16762","17","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0503700000","Arkansas","Cross County","7505","14","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0503900000","Arkansas","Dallas County","3450","9","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0504100000","Arkansas","Desha County","4354","21","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0504300000","Arkansas","Drew County","7247","17","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0504500000","Arkansas","Faulkner County","60824","51","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0504700000","Arkansas","Franklin County","7863","39","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0504900000","Arkansas","Fulton County","5808","10","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0505100000","Arkansas","Garland County","48074","52","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0505300000","Arkansas","Grant County","10686","19","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0505500000","Arkansas","Greene County","17754","11","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0505700000","Arkansas","Hempstead County","6912","24","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0505900000","Arkansas","Hot Spring County","14604","31","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506100000","Arkansas","Howard County","5336","9","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506300000","Arkansas","Independence County","16015","34","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506500000","Arkansas","Izard County","7605","46","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506700000","Arkansas","Jackson County","5835","9","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506900000","Arkansas","Jefferson County","25021","199","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0507100000","Arkansas","Johnson County","9366","11","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0507300000","Arkansas","Lafayette County","2822","9","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0507500000","Arkansas","Lawrence County","6758","28","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0507700000","Arkansas","Lee County","2954","24","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0507900000","Arkansas","Lincoln County","3855","24","Vote Center","No","Hand marked paper ballots and BMDs","Optical Scan",
"0508100000","Arkansas","Little River County","5826","20","Vote Center","No","Hand marked paper ballots and BMDs","Optical Scan",
"0508300000","Arkansas","Logan County","8921","37","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0508500000","Arkansas","Lonoke County","33954","55","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0508700000","Arkansas","Madison County","9833","10","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0508900000","Arkansas","Marion County","9319","32","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0509100000","Arkansas","Miller County","17871","19","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0509300000","Arkansas","Mississippi County","12762","54","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0509500000","Arkansas","Monroe County","3018","25","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0509700000","Arkansas","Montgomery County","3759","17","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0509900000","Arkansas","Nevada County","3310","18","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0510100000","Arkansas","Newton County","4295","19","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0510300000","Arkansas","Ouachita County","8644","19","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0510500000","Arkansas","Perry County","6164","17","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0510700000","Arkansas","Phillips County","5772","55","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0510900000","Arkansas","Pike County","5065","11","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0511100000","Arkansas","Poinsett County","8837","12","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0511300000","Arkansas","Polk County","9555","17","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0511500000","Arkansas","Pope County","27117","56","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0511700000","Arkansas","Prairie County","3857","10","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0511900000","Arkansas","Pulaski County","177657","132","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0512100000","Arkansas","Randolph County","8072","29","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0512500000","Arkansas","Saline County","64705","42","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0512700000","Arkansas","Scott County","4027","26","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0512900000","Arkansas","Searcy County","6171","15","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0513100000","Arkansas","Sebastian County","53203","220","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0513300000","Arkansas","Sevier County","5511","9","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0513500000","Arkansas","Sharp County","9035","26","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0512300000","Arkansas","St. Francis County","7107","16","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0513700000","Arkansas","Stone County","7551","21","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0513900000","Arkansas","Union County","14463","27","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0514100000","Arkansas","Van Buren County","8972","22","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0514300000","Arkansas","Washington County","111568","233","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0514500000","Arkansas","White County","35990","32","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0514700000","Arkansas","Woodruff County","2441","20","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0514900000","Arkansas","Yell County","7676","28","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0600100000","California","Alameda County","960007","570","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0600300000","California","Alpine County","974","5","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0600500000","California","Amador County","26906","47","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0600700000","California","Butte County","127998","132","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0600900000","California","Calaveras County","33710","25","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601100000","California","Colusa County","10768","19","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601300000","California","Contra Costa County","732340","926","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601500000","California","Del Norte County","15013","19","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601700000","California","El Dorado County","138274","165","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601900000","California","Fresno County","525065","478","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602100000","California","Glenn County","14314","103","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602300000","California","Humboldt County","83897","120","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602500000","California","Imperial County","86841","304","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602700000","California","Inyo County","10772","21","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602900000","California","Kern County","464737","821","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0603100000","California","Kings County","66256","128","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0603300000","California","Lake County","37934","48","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0603500000","California","Lassen County","15234","56","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0603700000","California","Los Angeles County","5760725","3680","Vote Center","Yes","Ballot Marking Devices for all voters","Optical Scan",
"0603900000","California","Madera County","80089","78","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604100000","California","Marin County","174698","146","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604300000","California","Mariposa County","11767","27","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604500000","California","Mendocino County","54639","245","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604700000","California","Merced County","134661","729","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604900000","California","Modoc County","5129","21","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605100000","California","Mono County","7816","12","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605300000","California","Monterey County","214883","224","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605500000","California","Napa County","85951","204","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605700000","California","Nevada County","75626","118","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605900000","California","Orange County","1902064","2294","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0606100000","California","Placer County","295691","331","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0606300000","California","Plumas County","13834","29","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0606500000","California","Riverside County","1406690","1345","Vote Center","Yes","Ballot Marking Devices for all voters","Optical Scan",
"0606700000","California","Sacramento County","907410","686","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0606900000","California","San Benito County","38459","41","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0607100000","California","San Bernardino County","1196235","2872","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0607300000","California","San Diego County","1994663","2669","Vote Center","Yes","Ballot Marking Devices for all voters","Optical Scan",
"0607500000","California","City and County of San Francisco","535459","514","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0607700000","California","San Joaquin County","392755","171","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0607900000","California","San Luis Obispo County","186512","158","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608100000","California","San Mateo County","444652","351","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608300000","California","Santa Barbara County","250270","297","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608500000","California","Santa Clara County","1064954","784","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608700000","California","Santa Cruz County","175080","196","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608900000","California","Shasta County","117551","68","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609100000","California","Sierra County","2240","19","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609300000","California","Siskiyou County","27966","62","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609500000","California","Solano County","269515","238","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609700000","California","Sonoma County","313675","504","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609900000","California","Stanislaus County","292333","286","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610100000","California","Sutter County","54149","24","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610300000","California","Tehama County","38062","40","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610500000","California","Trinity County","7565","16","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610700000","California","Tulare County","223642","107","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610900000","California","Tuolumne County","35554","41","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0611100000","California","Ventura County","525089","1419","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0611300000","California","Yolo County","123431","59","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0611500000","California","Yuba County","44078","35","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800100000","Colorado","Adams County","322636","278","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800300000","Colorado","Alamosa County","10423","8","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800500000","Colorado","Arapahoe County","429655","417","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800700000","Colorado","Archuleta County","11787","8","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800900000","Colorado","Baca County","2588","9","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801100000","Colorado","Bent County","2998","5","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801300000","Colorado","Boulder County","235603","193","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801400000","Colorado","City and County of Broomfield","56152","58","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801500000","Colorado","Chaffee County","17009","11","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801700000","Colorado","Cheyenne County","1253","5","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801900000","Colorado","Clear Creek County","7609","9","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802100000","Colorado","Conejos County","5396","10","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802300000","Colorado","Costilla County","2976","8","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802500000","Colorado","Crowley County","2273","6","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802700000","Colorado","Custer County","4673","3","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802900000","Colorado","Delta County","24211","20","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803100000","Colorado","City and County of Denver","479804","304","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803300000","Colorado","Dolores County","1732","1","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803500000","Colorado","Douglas County","289874","210","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803700000","Colorado","Eagle County","35708","39","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804100000","Colorado","El Paso County","503029","329","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803900000","Colorado","Elbert County","24009","18","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804300000","Colorado","Fremont County","32262","20","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804500000","Colorado","Garfield County","39101","27","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804700000","Colorado","Gilpin County","5038","6","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804900000","Colorado","Grand County","12358","12","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0805100000","Colorado","Gunnison County","13030","15","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0805300000","Colorado","Hinsdale County","693","1","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
