The Verifier - November 2020. Data as of December 7, 2025.
FIPS code,State,Jurisdiction,Registered Voters,Precincts,Voting Location,All Mail Ballot?,Election Day Marking Method,Election Day Tabulation
"0506100000","Arkansas","Howard County","6679","36","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0506300000","Arkansas","Independence County","16811","36","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506500000","Arkansas","Izard County","6985","47","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506700000","Arkansas","Jackson County","6044","9","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506900000","Arkansas","Jefferson County","28616","191","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0507100000","Arkansas","Johnson County","10840","22","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0507300000","Arkansas","Lafayette County","2224","25","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0507500000","Arkansas","Lawrence County","6998","28","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0507700000","Arkansas","Lee County","3388","9","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0507900000","Arkansas","Lincoln County","3971","24","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0508100000","Arkansas","Little River County","5751","20","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0508300000","Arkansas","Logan County","8745","36","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0508500000","Arkansas","Lonoke County","43045","55","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0508700000","Arkansas","Madison County","8157","10","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0508900000","Arkansas","Marion County","8860","31","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0509100000","Arkansas","Miller County","22204","19","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0509300000","Arkansas","Mississippi County","15255","54","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0509500000","Arkansas","Monroe County","3562","25","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0509700000","Arkansas","Montgomery County","4321","16","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0509900000","Arkansas","Nevada County","4094","15","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0510100000","Arkansas","Newton County","6030","11","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0510300000","Arkansas","Ouachita County","10276","18","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0510500000","Arkansas","Perry County","5166","18","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0510700000","Arkansas","Phillips County","7456","17","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0510900000","Arkansas","Pike County","4736","11","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0511100000","Arkansas","Poinsett County","9385","41","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0511300000","Arkansas","Polk County","9753","17","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0511500000","Arkansas","Pope County","28441","58","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0511700000","Arkansas","Prairie County","4041","25","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0511900000","Arkansas","Pulaski County","186672","105","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0512100000","Arkansas","Randolph County","8166","29","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0512500000","Arkansas","Saline County","62819","42","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0512700000","Arkansas","Scott County","4086","26","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0512900000","Arkansas","Searcy County","5215","15","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0513100000","Arkansas","Sebastian County","57850","117","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0513300000","Arkansas","Sevier County","6159","17","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0513500000","Arkansas","Sharp County","8962","25","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0512300000","Arkansas","St. Francis County","8755","16","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0513700000","Arkansas","Stone County","5788","9","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0513900000","Arkansas","Union County","17005","19","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0514100000","Arkansas","Van Buren County","8928","18","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0514300000","Arkansas","Washington County","107735","154","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0514500000","Arkansas","White County","35554","94","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0514700000","Arkansas","Woodruff County","3906","21","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0514900000","Arkansas","Yell County","7901","28","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0600100000","California","Alameda County","962423","521","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0600300000","California","Alpine County","868","5","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0600500000","California","Amador County","25922","30","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0600700000","California","Butte County","125062","157","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0600900000","California","Calaveras County","31369","29","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601100000","California","Colusa County","9854","18","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601300000","California","Contra Costa County","696735","957","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601500000","California","Del Norte County","15742","18","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601700000","California","El Dorado County","136987","202","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601900000","California","Fresno County","501885","384","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602100000","California","Glenn County","14299","74","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602300000","California","Humboldt County","84618","66","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602500000","California","Imperial County","80081","218","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602700000","California","Inyo County","11034","21","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602900000","California","Kern County","425619","694","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0603100000","California","Kings County","60012","96","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0603300000","California","Lake County","37261","70","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0603500000","California","Lassen County","15381","57","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0603700000","California","Los Angeles County","5633760","3383","Vote Center","Yes","Ballot Marking Devices for all voters","Optical Scan",
"0603900000","California","Madera County","67391","72","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604100000","California","Marin County","174741","112","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604300000","California","Mariposa County","12080","25","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604500000","California","Mendocino County","53569","250","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604700000","California","Merced County","116326","268","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604900000","California","Modoc County","5304","21","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605100000","California","Mono County","7852","12","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605300000","California","Monterey County","206917","188","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605500000","California","Napa County","84640","191","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605700000","California","Nevada County","72783","111","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605900000","California","Orange County","1764889","1795","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0606100000","California","Placer County","263970","127","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0606300000","California","Plumas County","13704","29","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0606500000","California","Riverside County","1249412","864","Vote Center","Yes","Ballot Marking Devices for all voters","Optical Scan",
"0606700000","California","Sacramento County","884247","677","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0606900000","California","San Benito County","35852","54","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0607100000","California","San Bernardino County","1101276","2327","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0607300000","California","San Diego County","1949073","1414","Assigned Polling Place","Yes","Ballot Marking Devices for all voters","Optical Scan",
"0607500000","California","City and County of San Francisco","525556","609","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0607700000","California","San Joaquin County","366547","207","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0607900000","California","San Luis Obispo County","183331","112","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608100000","California","San Mateo County","443652","403","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608300000","California","Santa Barbara County","234598","226","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608500000","California","Santa Clara County","1012819","596","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608700000","California","Santa Cruz County","170514","168","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608900000","California","Shasta County","110699","97","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609100000","California","Sierra County","2252","23","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609300000","California","Siskiyou County","29449","64","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609500000","California","Solano County","258850","348","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609700000","California","Sonoma County","269580","668","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609900000","California","Stanislaus County","275998","192","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610100000","California","Sutter County","52097","45","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610300000","California","Tehama County","37270","46","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610500000","California","Trinity County","8064","25","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610700000","California","Tulare County","198108","271","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610900000","California","Tuolumne County","34657","73","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0611100000","California","Ventura County","504436","695","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0611300000","California","Yolo County","118452","58","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0611500000","California","Yuba County","39375","34","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800100000","Colorado","Adams County","289745","259","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800300000","Colorado","Alamosa County","9546","8","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800500000","Colorado","Arapahoe County","412005","399","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800700000","Colorado","Archuleta County","10607","8","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800900000","Colorado","Baca County","2651","9","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801100000","Colorado","Bent County","2817","5","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801300000","Colorado","Boulder County","230721","240","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801400000","Colorado","City and County of Broomfield","51868","37","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801500000","Colorado","Chaffee County","15259","9","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801700000","Colorado","Cheyenne County","1282","5","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801900000","Colorado","Clear Creek County","7597","9","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802100000","Colorado","Conejos County","5175","10","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802300000","Colorado","Costilla County","2679","8","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802500000","Colorado","Crowley County","2129","6","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802700000","Colorado","Custer County","4062","3","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802900000","Colorado","Delta County","22156","20","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803100000","Colorado","City and County of Denver","463899","356","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803300000","Colorado","Dolores County","1631","4","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803500000","Colorado","Douglas County","257580","168","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803700000","Colorado","Eagle County","34241","30","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804100000","Colorado","El Paso County","458245","291","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803900000","Colorado","Elbert County","21013","15","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804300000","Colorado","Fremont County","30200","30","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804500000","Colorado","Garfield County","36581","27","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804700000","Colorado","Gilpin County","4851","6","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804900000","Colorado","Grand County","11705","12","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0805100000","Colorado","Gunnison County","12559","15","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0805300000","Colorado","Hinsdale County","700","1","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
