The Verifier - November 2014. Data as of December 7, 2025.
FIPS code,State,Jurisdiction,Registered Voters,Precincts,Voting Location,All Mail Ballot?,Election Day Marking Method,Election Day Tabulation
"0103500000","Alabama","Conecuh County","9887","32","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0103700000","Alabama","Coosa County","7512","26","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0103900000","Alabama","Covington County","22158","26","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0104100000","Alabama","Crenshaw County","9474","18","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0104300000","Alabama","Cullman County","48160","49","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0104500000","Alabama","Dale County","27693","20","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0104700000","Alabama","Dallas County","29295","29","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0104900000","Alabama","DeKalb County","33946","49","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0105100000","Alabama","Elmore County","46357","42","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0105300000","Alabama","Escambia County","21112","30","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0105500000","Alabama","Etowah County","59366","42","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0105700000","Alabama","Fayette County","11301","28","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0105900000","Alabama","Franklin County","16902","20","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0106100000","Alabama","Geneva County","16000","30","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0106300000","Alabama","Greene County","7298","14","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0106500000","Alabama","Hale County","11940","39","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0106700000","Alabama","Henry County","11842","27","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0106900000","Alabama","Houston County","57832","94","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107100000","Alabama","Jackson County","34462","36","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107300000","Alabama","Jefferson County","407796","183","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107500000","Alabama","Lamar County","10367","25","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107700000","Alabama","Lauderdale County","53328","34","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107900000","Alabama","Lawrence County","21854","37","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108100000","Alabama","Lee County","85765","23","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108300000","Alabama","Limestone County","47742","24","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108500000","Alabama","Lowndes County","9661","19","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108700000","Alabama","Macon County","17354","15","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108900000","Alabama","Madison County","206561","75","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109100000","Alabama","Marengo County","15339","25","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109300000","Alabama","Marion County","18304","23","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109500000","Alabama","Marshall County","48523","61","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109700000","Alabama","Mobile County","255328","98","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109900000","Alabama","Monroe County","15304","75","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110100000","Alabama","Montgomery County","139508","56","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110300000","Alabama","Morgan County","65721","48","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110500000","Alabama","Perry County","8044","16","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110700000","Alabama","Pickens County","12907","28","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110900000","Alabama","Pike County","19500","65","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111100000","Alabama","Randolph County","15197","16","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111300000","Alabama","Russell County","29460","17","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111700000","Alabama","Shelby County","115412","48","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111500000","Alabama","St. Clair County","50897","31","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111900000","Alabama","Sumter County","8534","23","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112100000","Alabama","Talladega County","43502","26","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112300000","Alabama","Tallapoosa County","26171","29","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112500000","Alabama","Tuscaloosa County","107224","55","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112700000","Alabama","Walker County","42178","46","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112900000","Alabama","Washington County","11475","31","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0113100000","Alabama","Wilcox County","8783","36","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0113300000","Alabama","Winston County","13888","43","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0200000000","Alaska","Alaska","509011","441","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"6000000000","American Samoa","American Samoa","16776","17","Assigned Polling Place","No","Hand marked paper ballots, No accessible equipment","Hand Count",
"0400100000","Arizona","Apache County","46181","45","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0400300000","Arizona","Cochise County","68612","49","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0400500000","Arizona","Coconino County","70719","71","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0400700000","Arizona","Gila County","29472","39","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0400900000","Arizona","Graham County","17541","22","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401100000","Arizona","Greenlee County","4382","8","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401200000","Arizona","La Paz County","9061","11","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401300000","Arizona","Maricopa County","1935729","724","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401500000","Arizona","Mohave County","117535","73","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401700000","Arizona","Navajo County","56725","61","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401900000","Arizona","Pima County","498657","248","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402100000","Arizona","Pinal County","158340","102","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0402300000","Arizona","Santa Cruz County","22669","24","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402500000","Arizona","Yavapai County","123301","45","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0402700000","Arizona","Yuma County","76977","44","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500100000","Arkansas","Arkansas County","8691","30","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0500300000","Arkansas","Ashley County","10234","30","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500500000","Arkansas","Baxter County","24586","43","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500700000","Arkansas","Benton County","113221","73","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500900000","Arkansas","Boone County","19427","12","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0501100000","Arkansas","Bradley County","4704","14","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0501300000","Arkansas","Calhoun County","3212","20","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0501500000","Arkansas","Carroll County","13219","26","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0501700000","Arkansas","Chicot County","5771","13","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0501900000","Arkansas","Clark County","10707","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502100000","Arkansas","Clay County","7054","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502300000","Arkansas","Cleburne County","15364","34","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502500000","Arkansas","Cleveland County","4362","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502700000","Arkansas","Columbia County","12700","16","Assigned Polling Place","No","DREs without VVPAT for all voters","DRE",
"0502900000","Arkansas","Conway County","9752","31","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503100000","Arkansas","Craighead County","44840","53","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0503300000","Arkansas","Crawford County","27478","43","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503500000","Arkansas","Crittenden County","24845","48","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503700000","Arkansas","Cross County","9163","22","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503900000","Arkansas","Dallas County","3786","9","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504100000","Arkansas","Desha County","5954","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504300000","Arkansas","Drew County","9010","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504500000","Arkansas","Faulkner County","57515","52","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0504700000","Arkansas","Franklin County","8561","39","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504900000","Arkansas","Fulton County","6134","13","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505100000","Arkansas","Garland County","54512","183","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0505300000","Arkansas","Grant County","9742","18","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505500000","Arkansas","Greene County","17242","38","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505700000","Arkansas","Hempstead County","9334","24","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505900000","Arkansas","Hot Spring County","15526","31","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506100000","Arkansas","Howard County","6105","35","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0506300000","Arkansas","Independence County","17197","36","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506500000","Arkansas","Izard County","6701","47","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506700000","Arkansas","Jackson County","7412","46","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506900000","Arkansas","Jefferson County","38383","202","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0507100000","Arkansas","Johnson County","12080","24","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0507300000","Arkansas","Lafayette County","3836","25","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0507500000","Arkansas","Lawrence County","7328","28","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0507700000","Arkansas","Lee County","4358","13","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0507900000","Arkansas","Lincoln County","5336","24","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508100000","Arkansas","Little River County","6584","20","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0508300000","Arkansas","Logan County","10125","36","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508500000","Arkansas","Lonoke County","33665","55","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508700000","Arkansas","Madison County","8403","20","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508900000","Arkansas","Marion County","8620","31","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509100000","Arkansas","Miller County","21526","18","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509300000","Arkansas","Mississippi County","17923","95","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509500000","Arkansas","Monroe County","4091","16","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0509700000","Arkansas","Montgomery County","4343","16","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509900000","Arkansas","Nevada County","5328","18","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0510100000","Arkansas","Newton County","5050","21","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0510300000","Arkansas","Ouachita County","13150","62","Assigned Polling Place","No","DREs without VVPAT for all voters","DRE",
"0510500000","Arkansas","Perry County","5252","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0510700000","Arkansas","Phillips County","12730","69","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0510900000","Arkansas","Pike County","4829","11","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0511100000","Arkansas","Poinsett County","10907","41","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0511300000","Arkansas","Polk County","10140","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0511500000","Arkansas","Pope County","28381","55","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0511700000","Arkansas","Prairie County","4121","22","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0511900000","Arkansas","Pulaski County","211070","135","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512100000","Arkansas","Randolph County","8440","29","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0512500000","Arkansas","Saline County","62189","42","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512700000","Arkansas","Scott County","4575","26","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512900000","Arkansas","Searcy County","5224","15","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0513100000","Arkansas","Sebastian County","58538","120","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513300000","Arkansas","Sevier County","5596","17","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513500000","Arkansas","Sharp County","9361","25","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0512300000","Arkansas","St. Francis County","11160","66","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513700000","Arkansas","Stone County","6648","20","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513900000","Arkansas","Union County","22707","30","Assigned Polling Place","No","DREs without VVPAT for all voters","DRE",
"0514100000","Arkansas","Van Buren County","8237","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0514300000","Arkansas","Washington County","101295","151","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0514500000","Arkansas","White County","35663","93","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0514700000","Arkansas","Woodruff County","3601","20","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0514900000","Arkansas","Yell County","8631","28","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0600100000","California","Alameda County","814009","1118","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0600300000","California","Alpine County","761","5","Election Office","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0600500000","California","Amador County","20817","31","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0600700000","California","Butte County","117503","157","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0600900000","California","Calaveras County","27058","84","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601100000","California","Colusa County","7595","18","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601300000","California","Contra Costa County","528403","708","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601500000","California","Del Norte County","12694","19","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0601700000","California","El Dorado County","106931","154","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0601900000","California","Fresno County","416433","578","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602100000","California","Glenn County","12034","38","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602300000","California","Humboldt County","76071","107","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602500000","California","Imperial County","59149","165","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602700000","California","Inyo County","9500","24","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602900000","California","Kern County","332228","591","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603100000","California","Kings County","48557","203","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603300000","California","Lake County","33489","70","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603500000","California","Lassen County","12887","53","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603700000","California","Los Angeles County","4870720","5027","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0603900000","California","Madera County","52494","100","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0604100000","California","Marin County","149039","173","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0604300000","California","Mariposa County","10495","25","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0604500000","California","Mendocino County","47502","414","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0604700000","California","Merced County","95533","190","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0604900000","California","Modoc County","7044","21","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605100000","California","Mono County","5812","13","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605300000","California","Monterey County","165731","194","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605500000","California","Napa County","70491","167","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605700000","California","Nevada County","61690","84","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605900000","California","Orange County","1425216","1836","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0606100000","California","Placer County","200402","368","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0606300000","California","Plumas County","11833","29","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0606500000","California","Riverside County","891575","1193","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0606700000","California","Sacramento County","684088","735","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0606900000","California","San Benito County","24250","44","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607100000","California","San Bernardino County","851684","1737","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607300000","California","San Diego County","1546924","2001","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607500000","California","City and County of San Francisco","436184","598","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607700000","California","San Joaquin County","297425","498","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607900000","California","San Luis Obispo County","150303","163","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0608100000","California","San Mateo County","355598","475","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0608300000","California","Santa Barbara County","197120","250","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0608500000","California","Santa Clara County","805806","1066","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0608700000","California","Santa Cruz County","142377","235","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0608900000","California","Shasta County","97936","132","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0609100000","California","Sierra County","2232","22","Election Office","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0609300000","California","Siskiyou County","24844","59","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0609500000","California","Solano County","200740","179","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0609700000","California","Sonoma County","244572","417","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0609900000","California","Stanislaus County","214188","198","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0610100000","California","Sutter County","41607","58","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610300000","California","Tehama County","30169","46","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610500000","California","Trinity County","7211","25","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610700000","California","Tulare County","137659","221","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610900000","California","Tuolumne County","29274","73","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0611100000","California","Ventura County","433471","614","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0611300000","California","Yolo County","101032","122","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0611500000","California","Yuba County","26923","45","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800100000","Colorado","Adams County","204692","245","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800300000","Colorado","Alamosa County","7292","8","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800500000","Colorado","Arapahoe County","317785","370","Vote Center","Yes","DREs with VVPAT for all voters","DRE",
"0800700000","Colorado","Archuleta County","7608","8","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800900000","Colorado","Baca County","2422","9","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801100000","Colorado","Bent County","2197","5","Vote Center","Yes","DREs with VVPAT for all voters","DRE",
"0801300000","Colorado","Boulder County","186361","233","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801400000","Colorado","City and County of Broomfield","36103","38","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801500000","Colorado","Chaffee County","11375","15","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801700000","Colorado","Cheyenne County","1288","5","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801900000","Colorado","Clear Creek County","6361","9","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0802100000","Colorado","Conejos County","4731","10","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
