The Verifier - November 2008. Data as of December 7, 2025.
FIPS code,State,Jurisdiction,Registered Voters,Precincts,Voting Location,All Mail Ballot?,Election Day Marking Method,Election Day Tabulation
"0106900000","Alabama","Houston County","57495","109","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107100000","Alabama","Jackson County","33085","37","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107300000","Alabama","Jefferson County","410027","187","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107500000","Alabama","Lamar County","10456","25","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107700000","Alabama","Lauderdale County","51091","34","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107900000","Alabama","Lawrence County","21670","37","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108100000","Alabama","Lee County","77615","23","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108300000","Alabama","Limestone County","43452","25","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108500000","Alabama","Lowndes County","9473","19","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108700000","Alabama","Macon County","17443","15","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108900000","Alabama","Madison County","190538","90","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109100000","Alabama","Marengo County","15324","26","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109300000","Alabama","Marion County","18447","23","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109500000","Alabama","Marshall County","46062","62","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109700000","Alabama","Mobile County","252588","186","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109900000","Alabama","Monroe County","16031","76","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110100000","Alabama","Montgomery County","140355","56","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110300000","Alabama","Morgan County","63156","47","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110500000","Alabama","Perry County","8533","18","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110700000","Alabama","Pickens County","13370","28","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110900000","Alabama","Pike County","19001","28","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111100000","Alabama","Randolph County","14548","14","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111300000","Alabama","Russell County","28460","17","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111700000","Alabama","Shelby County","108556","50","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111500000","Alabama","St. Clair County","49067","31","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111900000","Alabama","Sumter County","8673","23","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112100000","Alabama","Talladega County","46498","26","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112300000","Alabama","Tallapoosa County","25242","29","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112500000","Alabama","Tuscaloosa County","100939","54","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112700000","Alabama","Walker County","41977","46","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112900000","Alabama","Washington County","13042","37","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0113100000","Alabama","Wilcox County","8790","37","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0113300000","Alabama","Winston County","15739","44","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0200000000","Alaska","Alaska","495731","438","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"6000000000","American Samoa","American Samoa","16780","17","Assigned Polling Place","No","Hand marked paper ballots, No accessible equipment","Hand Count",
"0400100000","Arizona","Apache County","41425","45","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0400300000","Arizona","Cochise County","70715","64","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0400500000","Arizona","Coconino County","69855","85","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0400700000","Arizona","Gila County","31132","39","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0400900000","Arizona","Graham County","17282","18","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401100000","Arizona","Greenlee County","4337","8","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401200000","Arizona","La Paz County","8195","12","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401300000","Arizona","Maricopa County","1730886","1142","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401500000","Arizona","Mohave County","105200","73","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401700000","Arizona","Navajo County","58528","70","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401900000","Arizona","Pima County","496667","417","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402100000","Arizona","Pinal County","145704","88","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402300000","Arizona","Santa Cruz County","21287","24","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402500000","Arizona","Yavapai County","118923","112","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402700000","Arizona","Yuma County","67315","42","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500100000","Arkansas","Arkansas County","8600","29","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0500300000","Arkansas","Ashley County","9571","22","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500500000","Arkansas","Baxter County","24191","44","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500700000","Arkansas","Benton County","86496","83","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500900000","Arkansas","Boone County","17871","27","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0501100000","Arkansas","Bradley County","4976","14","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0501300000","Arkansas","Calhoun County","2839","11","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0501500000","Arkansas","Carroll County","11865","27","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0501700000","Arkansas","Chicot County","6663","13","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0501900000","Arkansas","Clark County","10995","22","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502100000","Arkansas","Clay County","8785","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502300000","Arkansas","Cleburne County","14765","35","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502500000","Arkansas","Cleveland County","4320","18","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502700000","Arkansas","Columbia County","11420","17","Assigned Polling Place","No","DREs without VVPAT for all voters","DRE",
"0502900000","Arkansas","Conway County","10283","31","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503100000","Arkansas","Craighead County","42292","23","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0503300000","Arkansas","Crawford County","25071","44","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503500000","Arkansas","Crittenden County","21475","41","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503700000","Arkansas","Cross County","8576","22","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503900000","Arkansas","Dallas County","5215","9","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504100000","Arkansas","Desha County","5891","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504300000","Arkansas","Drew County","7806","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504500000","Arkansas","Faulkner County","47671","49","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0504700000","Arkansas","Franklin County","8172","28","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504900000","Arkansas","Fulton County","5986","14","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505100000","Arkansas","Garland County","50713","42","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0505300000","Arkansas","Grant County","8098","18","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505500000","Arkansas","Greene County","17054","34","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505700000","Arkansas","Hempstead County","8629","28","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505900000","Arkansas","Hot Spring County","14909","26","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506100000","Arkansas","Howard County","5809","19","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0506300000","Arkansas","Independence County","15829","31","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506500000","Arkansas","Izard County","7506","47","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506700000","Arkansas","Jackson County","7341","52","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506900000","Arkansas","Jefferson County","34449","187","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0507100000","Arkansas","Johnson County","10387","24","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0507300000","Arkansas","Lafayette County","3577","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0507500000","Arkansas","Lawrence County","7564","28","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0507700000","Arkansas","Lee County","4726","13","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0507900000","Arkansas","Lincoln County","4909","26","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508100000","Arkansas","Little River County","6187","20","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0508300000","Arkansas","Logan County","10039","36","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508500000","Arkansas","Lonoke County","28699","55","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508700000","Arkansas","Madison County","7596","26","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508900000","Arkansas","Marion County","8826","35","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509100000","Arkansas","Miller County","18018","25","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509300000","Arkansas","Mississippi County","17785","71","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509500000","Arkansas","Monroe County","4228","24","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0509700000","Arkansas","Montgomery County","5345","16","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509900000","Arkansas","Nevada County","4684","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0510100000","Arkansas","Newton County","5722","20","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0510300000","Arkansas","Ouachita County","13162","22","Assigned Polling Place","No","DREs without VVPAT for all voters","DRE",
"0510500000","Arkansas","Perry County","5441","19","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0510700000","Arkansas","Phillips County","14433","20","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0510900000","Arkansas","Pike County","4947","13","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0511100000","Arkansas","Poinsett County","10388","9","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0511300000","Arkansas","Polk County","9262","20","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0511500000","Arkansas","Pope County","29910","56","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0511700000","Arkansas","Prairie County","4175","20","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0511900000","Arkansas","Pulaski County","202607","136","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512100000","Arkansas","Randolph County","9047","29","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0512500000","Arkansas","Saline County","54908","35","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512700000","Arkansas","Scott County","6152","26","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512900000","Arkansas","Searcy County","5177","15","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0513100000","Arkansas","Sebastian County","58330","90","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513300000","Arkansas","Sevier County","5548","17","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513500000","Arkansas","Sharp County","9658","27","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0512300000","Arkansas","St. Francis County","12257","18","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513700000","Arkansas","Stone County","6798","30","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513900000","Arkansas","Union County","20141","29","Assigned Polling Place","No","DREs without VVPAT for all voters","DRE",
"0514100000","Arkansas","Van Buren County","8646","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0514300000","Arkansas","Washington County","86958","118","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0514500000","Arkansas","White County","44605","91","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0514700000","Arkansas","Woodruff County","3606","20","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0514900000","Arkansas","Yell County","8161","28","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0600100000","California","Alameda County","803069","1041","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0600300000","California","Alpine County","814","5","Election Office","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0600500000","California","Amador County","21464","30","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0600700000","California","Butte County","122900","159","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0600900000","California","Calaveras County","28384","30","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601100000","California","Colusa County","7867","18","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601300000","California","Contra Costa County","540561","854","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601500000","California","Del Norte County","12760","18","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0601700000","California","El Dorado County","111325","150","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0601900000","California","Fresno County","383793","713","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602100000","California","Glenn County","12438","30","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602300000","California","Humboldt County","80330","140","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602500000","California","Imperial County","58997","108","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602700000","California","Inyo County","10304","27","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602900000","California","Kern County","311138","588","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603100000","California","Kings County","49670","210","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603300000","California","Lake County","35212","52","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603500000","California","Lassen County","14080","44","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603700000","California","Los Angeles County","4324210","4883","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0603900000","California","Madera County","54034","109","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0604100000","California","Marin County","156246","189","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0604300000","California","Mariposa County","11693","21","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0604500000","California","Mendocino County","50721","249","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0604700000","California","Merced County","97335","118","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0604900000","California","Modoc County","5518","20","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605100000","California","Mono County","6873","13","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605300000","California","Monterey County","159289","184","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605500000","California","Napa County","71544","150","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605700000","California","Nevada County","63361","99","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605900000","California","Orange County","1620399","2109","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0606100000","California","Placer County","199217","379","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0606300000","California","Plumas County","13667","29","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0606500000","California","Riverside County","859647","1403","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0606700000","California","Sacramento County","684588","769","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0606900000","California","San Benito County","25355","59","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607100000","California","San Bernardino County","829908","1391","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607300000","California","San Diego County","1488157","2267","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607500000","California","City and County of San Francisco","477651","580","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607700000","California","San Joaquin County","268476","515","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607900000","California","San Luis Obispo County","161716","152","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0608100000","California","San Mateo County","389744","555","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0608300000","California","Santa Barbara County","204912","318","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0608500000","California","Santa Clara County","791931","1142","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0608700000","California","Santa Cruz County","148406","260","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0608900000","California","Shasta County","96839","151","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0609100000","California","Sierra County","2324","23","Election Office","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0609300000","California","Siskiyou County","26479","72","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0609500000","California","Solano County","191387","214","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0609700000","California","Sonoma County","252796","453","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0609900000","California","Stanislaus County","230163","264","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0610100000","California","Sutter County","41606","62","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610300000","California","Tehama County","31284","60","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610500000","California","Trinity County","8388","23","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610700000","California","Tulare County","146434","244","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610900000","California","Tuolumne County","33666","68","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0611100000","California","Ventura County","427102","602","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0611300000","California","Yolo County","106295","150","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0611500000","California","Yuba County","29759","46","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800100000","Colorado","Adams County","178084","216","Vote Center","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800300000","Colorado","Alamosa County","7021","8","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800500000","Colorado","Arapahoe County","287907","372","Assigned Polling Place","No","DREs without VVPAT for all voters","DRE",
"0800700000","Colorado","Archuleta County","7580","8","Vote Center","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800900000","Colorado","Baca County","2466","9","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801100000","Colorado","Bent County","2197","6","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0801300000","Colorado","Boulder County","186320","234","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801400000","Colorado","City and County of Broomfield","31629","38","Vote Center","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801500000","Colorado","Chaffee County","10801","15","Vote Center","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801700000","Colorado","Cheyenne County","1235","5","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801900000","Colorado","Clear Creek County","6353","9","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0802100000","Colorado","Conejos County","4422","10","Vote Center","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
