The Verifier - November 2022. Data as of December 7, 2025.
FIPS code,State,Jurisdiction,Registered Voters,Precincts,Voting Location,All Mail Ballot?,Election Day Marking Method,Election Day Tabulation
"0503900000","Arkansas","Dallas County","3151","15","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0504100000","Arkansas","Desha County","5649","21","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0504300000","Arkansas","Drew County","8370","17","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0504500000","Arkansas","Faulkner County","65984","51","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0504700000","Arkansas","Franklin County","8251","39","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0504900000","Arkansas","Fulton County","6333","10","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0505100000","Arkansas","Garland County","53625","56","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0505300000","Arkansas","Grant County","9639","18","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0505500000","Arkansas","Greene County","19228","11","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0505700000","Arkansas","Hempstead County","7943","25","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0505900000","Arkansas","Hot Spring County","15296","36","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506100000","Arkansas","Howard County","6037","36","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506300000","Arkansas","Independence County","18125","31","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506500000","Arkansas","Izard County","7541","30","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506700000","Arkansas","Jackson County","6359","45","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0506900000","Arkansas","Jefferson County","29331","199","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0507100000","Arkansas","Johnson County","12682","11","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0507300000","Arkansas","Lafayette County","2642","26","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0507500000","Arkansas","Lawrence County","6985","29","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0507700000","Arkansas","Lee County","3422","24","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0507900000","Arkansas","Lincoln County","4370","26","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0508100000","Arkansas","Little River County","6186","20","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0508300000","Arkansas","Logan County","11050","36","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0508500000","Arkansas","Lonoke County","36615","55","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0508700000","Arkansas","Madison County","9033","10","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0508900000","Arkansas","Marion County","9620","31","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0509100000","Arkansas","Miller County","18998","19","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0509300000","Arkansas","Mississippi County","14675","54","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0509500000","Arkansas","Monroe County","3242","16","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0509700000","Arkansas","Montgomery County","4614","16","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0509900000","Arkansas","Nevada County","3508","9","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0510100000","Arkansas","Newton County","4527","11","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0510300000","Arkansas","Ouachita County","11229","19","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0510500000","Arkansas","Perry County","5586","9","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0510700000","Arkansas","Phillips County","7279","55","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0510900000","Arkansas","Pike County","5450","11","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0511100000","Arkansas","Poinsett County","9552","12","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0511300000","Arkansas","Polk County","10143","18","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0511500000","Arkansas","Pope County","29091","57","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0511700000","Arkansas","Prairie County","4106","25","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0511900000","Arkansas","Pulaski County","197808","131","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0512100000","Arkansas","Randolph County","8086","29","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0512500000","Arkansas","Saline County","68571","42","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0512700000","Arkansas","Scott County","4223","28","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0512900000","Arkansas","Searcy County","5717","9","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0513100000","Arkansas","Sebastian County","58481","107","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0513300000","Arkansas","Sevier County","6643","9","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0513500000","Arkansas","Sharp County","9276","26","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0512300000","Arkansas","St. Francis County","8580","16","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"0513700000","Arkansas","Stone County","1905","19","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0513900000","Arkansas","Union County","20066","29","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0514100000","Arkansas","Van Buren County","9394","21","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0514300000","Arkansas","Washington County","119615","230","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0514500000","Arkansas","White County","37861","96","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0514700000","Arkansas","Woodruff County","3013","20","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0514900000","Arkansas","Yell County","8168","28","Vote Center","No","Ballot Marking Devices for all voters","Optical Scan",
"0600100000","California","Alameda County","930585","552","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0600300000","California","Alpine County","911","5","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0600500000","California","Amador County","25944","47","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0600700000","California","Butte County","124006","176","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0600900000","California","Calaveras County","32279","25","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601100000","California","Colusa County","10167","19","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601300000","California","Contra Costa County","701373","1265","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601500000","California","Del Norte County","14944","19","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601700000","California","El Dorado County","138331","192","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0601900000","California","Fresno County","499803","562","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602100000","California","Glenn County","14332","84","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602300000","California","Humboldt County","84695","120","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602500000","California","Imperial County","86594","305","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602700000","California","Inyo County","10720","21","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0602900000","California","Kern County","436311","762","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0603100000","California","Kings County","61439","82","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0603300000","California","Lake County","36669","80","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0603500000","California","Lassen County","14808","52","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0603700000","California","Los Angeles County","5618825","3680","Vote Center","Yes","Ballot Marking Devices for all voters","Optical Scan",
"0603900000","California","Madera County","72865","59","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604100000","California","Marin County","170310","137","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604300000","California","Mariposa County","11580","27","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604500000","California","Mendocino County","52979","281","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604700000","California","Merced County","125310","299","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0604900000","California","Modoc County","5171","21","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605100000","California","Mono County","7712","12","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605300000","California","Monterey County","209045","224","Assigned Polling Place","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605500000","California","Napa County","83433","200","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605700000","California","Nevada County","74535","136","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0605900000","California","Orange County","1819086","2169","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0606100000","California","Placer County","279327","408","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0606300000","California","Plumas County","13863","29","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0606500000","California","Riverside County","1308304","1265","","Yes","Ballot Marking Devices for all voters","Optical Scan",
"0606700000","California","Sacramento County","864151","685","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0606900000","California","San Benito County","37722","44","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0607100000","California","San Bernardino County","1140442","2765","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0607300000","California","San Diego County","1925786","2718","","Yes","Ballot Marking Devices for all voters","Optical Scan",
"0607500000","California","City and County of San Francisco","497619","514","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0607700000","California","San Joaquin County","388906","384","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0607900000","California","San Luis Obispo County","182045","133","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608100000","California","San Mateo County","433083","332","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608300000","California","Santa Barbara County","237664","297","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608500000","California","Santa Clara County","1010759","754","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608700000","California","Santa Cruz County","167692","200","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0608900000","California","Shasta County","111556","68","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609100000","California","Sierra County","2219","19","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609300000","California","Siskiyou County","28801","62","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609500000","California","Solano County","260225","215","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609700000","California","Sonoma County","304321","608","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0609900000","California","Stanislaus County","281936","199","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610100000","California","Sutter County","52896","24","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610300000","California","Tehama County","37219","40","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610500000","California","Trinity County","7304","16","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610700000","California","Tulare County","208554","360","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0610900000","California","Tuolumne County","35309","65","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0611100000","California","Ventura County","506243","1640","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0611300000","California","Yolo County","118293","62","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0611500000","California","Yuba County","41217","35","","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800100000","Colorado","Adams County","296776","278","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800300000","Colorado","Alamosa County","9880","8","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800500000","Colorado","Arapahoe County","410008","409","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800700000","Colorado","Archuleta County","11143","8","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0800900000","Colorado","Baca County","2607","9","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801100000","Colorado","Bent County","2817","5","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801300000","Colorado","Boulder County","224533","193","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801400000","Colorado","City and County of Broomfield","52551","58","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801500000","Colorado","Chaffee County","15862","11","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801700000","Colorado","Cheyenne County","1243","5","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0801900000","Colorado","Clear Creek County","7537","9","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802100000","Colorado","Conejos County","5170","10","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802300000","Colorado","Costilla County","2864","8","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802500000","Colorado","Crowley County","2161","6","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802700000","Colorado","Custer County","4468","3","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0802900000","Colorado","Delta County","22654","20","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803100000","Colorado","City and County of Denver","457501","304","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803300000","Colorado","Dolores County","1701","1","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803500000","Colorado","Douglas County","269103","210","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803700000","Colorado","Eagle County","33633","39","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804100000","Colorado","El Paso County","469368","328","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0803900000","Colorado","Elbert County","22168","18","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804300000","Colorado","Fremont County","30691","30","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804500000","Colorado","Garfield County","37189","27","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804700000","Colorado","Gilpin County","4854","6","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0804900000","Colorado","Grand County","11668","12","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0805100000","Colorado","Gunnison County","12397","15","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0805300000","Colorado","Hinsdale County","708","1","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0805500000","Colorado","Huerfano County","5458","5","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0805700000","Colorado","Jackson County","999","1","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0805900000","Colorado","Jefferson County","423575","300","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"0806100000","Colorado","Kiowa County","989","4","Vote Center","Yes","Hand marked paper ballots and BMDs","Optical Scan",
