The Verifier - November 2006. Data as of December 7, 2025.
FIPS code,State,Jurisdiction,Registered Voters,Precincts,Voting Location,All Mail Ballot?,Election Day Marking Method,Election Day Tabulation
"0111700000","Alabama","Shelby County","103995","49","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111500000","Alabama","St. Clair County","48454","31","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111900000","Alabama","Sumter County","9939","15","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112100000","Alabama","Talladega County","43750","31","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112300000","Alabama","Tallapoosa County","26070","31","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112500000","Alabama","Tuscaloosa County","93764","101","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112700000","Alabama","Walker County","42156","47","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112900000","Alabama","Washington County","13744","31","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0113100000","Alabama","Wilcox County","9879","30","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0113300000","Alabama","Winston County","16054","24","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0200000000","Alaska","Alaska","466258","439","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"6000000000","American Samoa","American Samoa","14283","29","Assigned Polling Place","No","Hand marked paper ballots, No accessible equipment","Hand Count",
"0400100000","Arizona","Apache County","44834","45","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0400300000","Arizona","Cochise County","66371","64","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0400500000","Arizona","Coconino County","80326","85","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0400700000","Arizona","Gila County","34447","39","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0400900000","Arizona","Graham County","17813","18","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401100000","Arizona","Greenlee County","4660","8","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401200000","Arizona","La Paz County","8930","12","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401300000","Arizona","Maricopa County","1799714","1142","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401500000","Arizona","Mohave County","105893","73","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401700000","Arizona","Navajo County","62468","70","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401900000","Arizona","Pima County","507677","409","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402100000","Arizona","Pinal County","124835","74","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402300000","Arizona","Santa Cruz County","22220","24","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402500000","Arizona","Yavapai County","113122","104","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402700000","Arizona","Yuma County","68230","42","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500100000","Arkansas","Arkansas County","11835","30","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0500300000","Arkansas","Ashley County","12935","7","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500500000","Arkansas","Baxter County","27873","41","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500700000","Arkansas","Benton County","95432","83","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500900000","Arkansas","Boone County","22219","27","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0501100000","Arkansas","Bradley County","6258","14","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0501300000","Arkansas","Calhoun County","3814","11","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0501500000","Arkansas","Carroll County","14437","31","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0501700000","Arkansas","Chicot County","8001","13","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0501900000","Arkansas","Clark County","12605","30","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502100000","Arkansas","Clay County","10742","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502300000","Arkansas","Cleburne County","17592","34","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502500000","Arkansas","Cleveland County","5459","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502700000","Arkansas","Columbia County","16926","17","Assigned Polling Place","No","DREs without VVPAT for all voters","DRE",
"0502900000","Arkansas","Conway County","13635","31","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503100000","Arkansas","Craighead County","51217","23","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0503300000","Arkansas","Crawford County","27664","43","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503500000","Arkansas","Crittenden County","29556","23","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503700000","Arkansas","Cross County","11651","22","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503900000","Arkansas","Dallas County","5384","20","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504100000","Arkansas","Desha County","9740","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504300000","Arkansas","Drew County","10402","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504500000","Arkansas","Faulkner County","59694","49","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0504700000","Arkansas","Franklin County","10336","29","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504900000","Arkansas","Fulton County","7194","12","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505100000","Arkansas","Garland County","69717","67","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0505300000","Arkansas","Grant County","9981","19","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505500000","Arkansas","Greene County","20597","32","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505700000","Arkansas","Hempstead County","10356","28","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505900000","Arkansas","Hot Spring County","18645","37","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506100000","Arkansas","Howard County","7360","46","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0506300000","Arkansas","Independence County","20735","36","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506500000","Arkansas","Izard County","7349","45","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506700000","Arkansas","Jackson County","9657","45","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506900000","Arkansas","Jefferson County","49426","168","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0507100000","Arkansas","Johnson County","13785","22","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0507300000","Arkansas","Lafayette County","4291","20","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0507500000","Arkansas","Lawrence County","10289","28","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0507700000","Arkansas","Lee County","6140","15","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0507900000","Arkansas","Lincoln County","6791","26","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508100000","Arkansas","Little River County","7880","20","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0508300000","Arkansas","Logan County","13213","36","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508500000","Arkansas","Lonoke County","32072","55","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508700000","Arkansas","Madison County","8381","26","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508900000","Arkansas","Marion County","10560","35","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509100000","Arkansas","Miller County","23321","27","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509300000","Arkansas","Mississippi County","23032","71","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509500000","Arkansas","Monroe County","5690","24","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0509700000","Arkansas","Montgomery County","5211","16","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509900000","Arkansas","Nevada County","5970","30","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0510100000","Arkansas","Newton County","5676","20","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0510300000","Arkansas","Ouachita County","20293","61","Assigned Polling Place","No","DREs without VVPAT for all voters","DRE",
"0510500000","Arkansas","Perry County","6536","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0510700000","Arkansas","Phillips County","19060","72","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0510900000","Arkansas","Pike County","5678","13","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0511100000","Arkansas","Poinsett County","13430","41","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0511300000","Arkansas","Polk County","11693","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0511500000","Arkansas","Pope County","30628","56","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0511700000","Arkansas","Prairie County","4774","22","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0511900000","Arkansas","Pulaski County","259076","137","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512100000","Arkansas","Randolph County","10382","29","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0512500000","Arkansas","Saline County","58267","74","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512700000","Arkansas","Scott County","6140","28","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512900000","Arkansas","Searcy County","6676","15","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0513100000","Arkansas","Sebastian County","62172","86","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513300000","Arkansas","Sevier County","6613","20","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513500000","Arkansas","Sharp County","10665","25","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0512300000","Arkansas","St. Francis County","19140","54","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513700000","Arkansas","Stone County","7680","29","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513900000","Arkansas","Union County","29918","28","Assigned Polling Place","No","DREs without VVPAT for all voters","DRE",
"0514100000","Arkansas","Van Buren County","10060","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0514300000","Arkansas","Washington County","87434","120","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0514500000","Arkansas","White County","43367","87","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0514700000","Arkansas","Woodruff County","4833","20","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0514900000","Arkansas","Yell County","9797","28","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0600100000","California","Alameda County","678765","1041","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0600300000","California","Alpine County","775","5","Election Office","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0600500000","California","Amador County","20119","30","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0600700000","California","Butte County","115659","175","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0600900000","California","Calaveras County","27048","30","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601100000","California","Colusa County","8178","17","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601300000","California","Contra Costa County","486441","1032","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601500000","California","Del Norte County","12040","18","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0601700000","California","El Dorado County","101036","150","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0601900000","California","Fresno County","331968","680","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602100000","California","Glenn County","11861","33","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0602300000","California","Humboldt County","77903","152","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602500000","California","Imperial County","52930","146","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0602700000","California","Inyo County","10769","27","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0602900000","California","Kern County","289233","605","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0603100000","California","Kings County","45539","39","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0603300000","California","Lake County","31564","52","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603500000","California","Lassen County","14314","35","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603700000","California","Los Angeles County","3914138","5028","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0603900000","California","Madera County","50066","109","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0604100000","California","Marin County","147311","210","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0604300000","California","Mariposa County","11251","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0604500000","California","Mendocino County","47825","208","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0604700000","California","Merced County","93728","114","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0604900000","California","Modoc County","5559","20","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605100000","California","Mono County","6418","13","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0605300000","California","Monterey County","145540","184","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0605500000","California","Napa County","66148","115","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0605700000","California","Nevada County","63174","101","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605900000","California","Orange County","1497365","2054","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0606100000","California","Placer County","177539","365","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0606300000","California","Plumas County","12789","29","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0606500000","California","Riverside County","754986","1282","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0606700000","California","Sacramento County","624444","970","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0606900000","California","San Benito County","24585","57","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0607100000","California","San Bernardino County","751652","975","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0607300000","California","San Diego County","1381835","2211","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0607500000","California","City and County of San Francisco","418285","580","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0607700000","California","San Joaquin County","270356","777","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0607900000","California","San Luis Obispo County","155495","164","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0608100000","California","San Mateo County","350427","518","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0608300000","California","Santa Barbara County","183890","351","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0608500000","California","Santa Clara County","749866","1244","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0608700000","California","Santa Cruz County","142415","317","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0608900000","California","Shasta County","89409","138","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0609100000","California","Sierra County","2219","23","Election Office","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0609300000","California","Siskiyou County","24968","87","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0609500000","California","Solano County","163235","233","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0609700000","California","Sonoma County","234891","470","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0609900000","California","Stanislaus County","207162","369","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0610100000","California","Sutter County","39071","242","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0610300000","California","Tehama County","29422","59","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0610500000","California","Trinity County","7899","23","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610700000","California","Tulare County","134923","257","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610900000","California","Tuolumne County","32251","76","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0611100000","California","Ventura County","391077","550","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0611300000","California","Yolo County","90695","146","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0611500000","California","Yuba County","26657","46","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0800100000","Colorado","Adams County","198186","217","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800300000","Colorado","Alamosa County","8860","10","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800500000","Colorado","Arapahoe County","329112","356","Assigned Polling Place","No","DREs without VVPAT for all voters","DRE",
"0800700000","Colorado","Archuleta County","9244","6","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800900000","Colorado","Baca County","2963","2","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801100000","Colorado","Bent County","2932","7","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0801300000","Colorado","Boulder County","208179","234","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801400000","Colorado","City and County of Broomfield","33251","10","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801500000","Colorado","Chaffee County","12341","5","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801700000","Colorado","Cheyenne County","1505","7","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801900000","Colorado","Clear Creek County","7325","12","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0802100000","Colorado","Conejos County","5235","10","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0802300000","Colorado","Costilla County","2487","8","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0802500000","Colorado","Crowley County","2079","7","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0802700000","Colorado","Custer County","3245","5","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0802900000","Colorado","Delta County","19656","23","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
