The Verifier - November 2012. Data as of December 7, 2025.
FIPS code,State,Jurisdiction,Registered Voters,Precincts,Voting Location,All Mail Ballot?,Election Day Marking Method,Election Day Tabulation
"0104900000","Alabama","DeKalb County","35228","49","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0105100000","Alabama","Elmore County","45896","42","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0105300000","Alabama","Escambia County","21353","30","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0105500000","Alabama","Etowah County","59216","42","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0105700000","Alabama","Fayette County","10538","28","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0105900000","Alabama","Franklin County","16755","20","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0106100000","Alabama","Geneva County","15477","30","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0106300000","Alabama","Greene County","7240","14","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0106500000","Alabama","Hale County","11831","39","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0106700000","Alabama","Henry County","11431","27","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0106900000","Alabama","Houston County","57763","94","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107100000","Alabama","Jackson County","33710","36","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107300000","Alabama","Jefferson County","404487","183","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107500000","Alabama","Lamar County","10254","25","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107700000","Alabama","Lauderdale County","51862","34","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0107900000","Alabama","Lawrence County","21444","37","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108100000","Alabama","Lee County","82773","23","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108300000","Alabama","Limestone County","46386","24","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108500000","Alabama","Lowndes County","9627","19","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108700000","Alabama","Macon County","16223","15","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0108900000","Alabama","Madison County","194016","75","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109100000","Alabama","Marengo County","15392","25","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109300000","Alabama","Marion County","18245","23","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109500000","Alabama","Marshall County","47423","61","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109700000","Alabama","Mobile County","243707","98","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0109900000","Alabama","Monroe County","14880","75","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110100000","Alabama","Montgomery County","136027","56","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110300000","Alabama","Morgan County","66745","48","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110500000","Alabama","Perry County","8400","16","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110700000","Alabama","Pickens County","12996","28","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0110900000","Alabama","Pike County","18702","65","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111100000","Alabama","Randolph County","15095","16","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111300000","Alabama","Russell County","29928","17","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111700000","Alabama","Shelby County","116823","48","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111500000","Alabama","St. Clair County","50166","31","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0111900000","Alabama","Sumter County","7930","23","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112100000","Alabama","Talladega County","47018","26","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112300000","Alabama","Tallapoosa County","26325","29","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112500000","Alabama","Tuscaloosa County","106061","55","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112700000","Alabama","Walker County","41884","46","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0112900000","Alabama","Washington County","12645","31","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0113100000","Alabama","Wilcox County","8695","36","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0113300000","Alabama","Winston County","14978","43","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0200000000","Alaska","Alaska","506432","438","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"6000000000","American Samoa","American Samoa","17764","18","Assigned Polling Place","No","Hand marked paper ballots, No accessible equipment","Hand Count",
"0400100000","Arizona","Apache County","45868","45","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0400300000","Arizona","Cochise County","80372","49","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0400500000","Arizona","Coconino County","69598","71","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0400700000","Arizona","Gila County","32161","39","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0400900000","Arizona","Graham County","17252","22","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0401100000","Arizona","Greenlee County","4362","8","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401200000","Arizona","La Paz County","9757","12","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401300000","Arizona","Maricopa County","1817832","724","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401500000","Arizona","Mohave County","115510","73","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401700000","Arizona","Navajo County","59547","61","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0401900000","Arizona","Pima County","495647","288","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402100000","Arizona","Pinal County","153056","102","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402300000","Arizona","Santa Cruz County","24062","24","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402500000","Arizona","Yavapai County","124156","107","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0402700000","Arizona","Yuma County","75532","42","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500100000","Arkansas","Arkansas County","7553","30","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0500300000","Arkansas","Ashley County","8651","30","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500500000","Arkansas","Baxter County","22345","43","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500700000","Arkansas","Benton County","92882","57","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0500900000","Arkansas","Boone County","18481","59","Vote Center","No","DREs with VVPAT for all voters","DRE",
"0501100000","Arkansas","Bradley County","3881","14","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0501300000","Arkansas","Calhoun County","3060","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0501500000","Arkansas","Carroll County","11652","27","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0501700000","Arkansas","Chicot County","4784","9","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0501900000","Arkansas","Clark County","9888","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502100000","Arkansas","Clay County","6542","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502300000","Arkansas","Cleburne County","16023","35","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502500000","Arkansas","Cleveland County","4099","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0502700000","Arkansas","Columbia County","11952","14","Assigned Polling Place","No","DREs without VVPAT for all voters","DRE",
"0502900000","Arkansas","Conway County","8937","31","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503100000","Arkansas","Craighead County","47200","23","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0503300000","Arkansas","Crawford County","22798","43","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503500000","Arkansas","Crittenden County","19268","40","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503700000","Arkansas","Cross County","7678","22","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0503900000","Arkansas","Dallas County","3834","9","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504100000","Arkansas","Desha County","5600","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504300000","Arkansas","Drew County","7374","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504500000","Arkansas","Faulkner County","57086","49","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0504700000","Arkansas","Franklin County","7671","39","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0504900000","Arkansas","Fulton County","6496","13","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505100000","Arkansas","Garland County","48328","177","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0505300000","Arkansas","Grant County","8752","18","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505500000","Arkansas","Greene County","15520","32","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505700000","Arkansas","Hempstead County","8072","24","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0505900000","Arkansas","Hot Spring County","13980","32","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506100000","Arkansas","Howard County","5201","19","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0506300000","Arkansas","Independence County","16744","34","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506500000","Arkansas","Izard County","6482","46","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506700000","Arkansas","Jackson County","6600","14","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0506900000","Arkansas","Jefferson County","30155","202","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0507100000","Arkansas","Johnson County","9635","22","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0507300000","Arkansas","Lafayette County","3879","24","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0507500000","Arkansas","Lawrence County","6943","28","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0507700000","Arkansas","Lee County","4349","13","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0507900000","Arkansas","Lincoln County","4570","26","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508100000","Arkansas","Little River County","5743","20","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0508300000","Arkansas","Logan County","7856","36","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508500000","Arkansas","Lonoke County","27419","55","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508700000","Arkansas","Madison County","7335","20","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0508900000","Arkansas","Marion County","7920","16","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509100000","Arkansas","Miller County","16691","24","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509300000","Arkansas","Mississippi County","16708","54","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509500000","Arkansas","Monroe County","3803","25","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0509700000","Arkansas","Montgomery County","4191","16","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0509900000","Arkansas","Nevada County","14364","29","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0510100000","Arkansas","Newton County","4520","20","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0510300000","Arkansas","Ouachita County","12064","21","Assigned Polling Place","No","DREs without VVPAT for all voters","DRE",
"0510500000","Arkansas","Perry County","4361","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0510700000","Arkansas","Phillips County","11649","19","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0510900000","Arkansas","Pike County","4758","11","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0511100000","Arkansas","Poinsett County","9668","41","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0511300000","Arkansas","Polk County","9276","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0511500000","Arkansas","Pope County","23887","56","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0511700000","Arkansas","Prairie County","3763","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0511900000","Arkansas","Pulaski County","167002","135","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512100000","Arkansas","Randolph County","7771","29","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0512500000","Arkansas","Saline County","58271","34","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512700000","Arkansas","Scott County","4353","26","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0512900000","Arkansas","Searcy County","5090","17","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0513100000","Arkansas","Sebastian County","51242","109","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513300000","Arkansas","Sevier County","5390","17","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513500000","Arkansas","Sharp County","8949","25","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0512300000","Arkansas","St. Francis County","10244","66","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513700000","Arkansas","Stone County","6510","19","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0513900000","Arkansas","Union County","19089","30","Assigned Polling Place","No","DREs without VVPAT for all voters","DRE",
"0514100000","Arkansas","Van Buren County","7626","21","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0514300000","Arkansas","Washington County","86577","150","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0514500000","Arkansas","White County","31811","91","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0514700000","Arkansas","Woodruff County","4105","20","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0514900000","Arkansas","Yell County","7540","28","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0600100000","California","Alameda County","810836","1100","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0600300000","California","Alpine County","773","5","Election Office","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0600500000","California","Amador County","21516","30","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0600700000","California","Butte County","122554","155","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0600900000","California","Calaveras County","29024","36","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601100000","California","Colusa County","7465","18","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601300000","California","Contra Costa County","556351","834","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0601500000","California","Del Norte County","12440","18","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0601700000","California","El Dorado County","110723","158","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0601900000","California","Fresno County","410189","611","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602100000","California","Glenn County","12550","34","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602300000","California","Humboldt County","80160","129","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602500000","California","Imperial County","61086","159","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602700000","California","Inyo County","9975","24","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0602900000","California","Kern County","332880","583","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603100000","California","Kings County","48864","182","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603300000","California","Lake County","34938","70","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603500000","California","Lassen County","14168","55","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0603700000","California","Los Angeles County","4758437","4993","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0603900000","California","Madera County","53779","96","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0604100000","California","Marin County","155418","194","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0604300000","California","Mariposa County","10793","25","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0604500000","California","Mendocino County","49865","247","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0604700000","California","Merced County","99290","130","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0604900000","California","Modoc County","5359","21","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605100000","California","Mono County","5983","13","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605300000","California","Monterey County","166141","189","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605500000","California","Napa County","72592","167","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605700000","California","Nevada County","62921","140","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0605900000","California","Orange County","1683001","1977","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0606100000","California","Placer County","208598","351","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0606300000","California","Plumas County","13230","30","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0606500000","California","Riverside County","943405","1218","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0606700000","California","Sacramento County","701956","1106","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0606900000","California","San Benito County","26603","44","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607100000","California","San Bernardino County","851581","1609","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607300000","California","San Diego County","1563093","2064","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607500000","California","City and County of San Francisco","502038","602","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607700000","California","San Joaquin County","293004","430","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0607900000","California","San Luis Obispo County","159463","147","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0608100000","California","San Mateo County","362028","510","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"0608300000","California","Santa Barbara County","204566","257","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0608500000","California","Santa Clara County","818808","1000","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0608700000","California","Santa Cruz County","158641","253","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0608900000","California","Shasta County","100247","143","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0609100000","California","Sierra County","2326","22","Election Office","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0609300000","California","Siskiyou County","25874","60","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0609500000","California","Solano County","209484","199","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0609700000","California","Sonoma County","260762","433","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0609900000","California","Stanislaus County","232887","221","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0610100000","California","Sutter County","40140","57","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610300000","California","Tehama County","31171","46","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610500000","California","Trinity County","8053","25","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610700000","California","Tulare County","145348","263","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0610900000","California","Tuolumne County","31780","73","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"0611100000","California","Ventura County","427890","630","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0611300000","California","Yolo County","102186","117","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0611500000","California","Yuba County","30152","46","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800100000","Colorado","Adams County","179093","251","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800300000","Colorado","Alamosa County","6850","8","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800500000","Colorado","Arapahoe County","289762","381","Vote Center","No","DREs with VVPAT for all voters","DRE",
"0800700000","Colorado","Archuleta County","6838","8","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0800900000","Colorado","Baca County","2143","9","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801100000","Colorado","Bent County","2000","5","Vote Center","Yes","DREs with VVPAT for all voters","DRE",
"0801300000","Colorado","Boulder County","181257","234","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801400000","Colorado","City and County of Broomfield","33272","38","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801500000","Colorado","Chaffee County","10601","15","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801700000","Colorado","Cheyenne County","1114","5","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0801900000","Colorado","Clear Creek County","5811","9","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
"0802100000","Colorado","Conejos County","4214","10","Vote Center","Yes","Hand marked paper ballots and DREs with VVPAT","Optical Scan and DRE",
